date,open,high,low,close,adj_close,volume
2021-09-29,136.97999572753906,137.1510009765625,133.86500549316406,134.35350036621094,133.17263793945312,30848000
2021-09-30,134.26150512695312,135.54249572753906,133.55599975585938,133.67599487304688,132.50106811523438,37996000
2021-10-01,134.44749450683594,136.91050720214844,134.072998046875,136.54299926757812,135.3428955078125,35360000
2021-10-04,135.9604949951172,135.9604949951172,131.0500030517578,133.6595001220703,132.4847412109375,51202000
2021-10-05,134.04100036621094,137.22450256347656,134.04100036621094,136.0229949951172,134.8274688720703,32404000
2021-10-06,134.75,137.75,134.5500030517578,137.56500244140625,136.3558807373047,24364000
2021-10-07,138.89199829101562,140.04200744628906,138.6510009765625,139.22500610351562,138.00132751464844,25110000
2021-10-08,139.57699584960938,140.33099365234375,139.21749877929688,139.78550720214844,138.556884765625,26526000
2021-10-11,139.29200744628906,140.71200561523438,138.85899353027344,138.91400146484375,137.6930389404297,17954000
2021-10-12,139.47999572753906,139.5070037841797,135.75999450683594,136.44900512695312,135.2497100830078,36332000
2021-10-13,137.40249633789062,138.0,136.5189971923828,137.58200073242188,136.37277221679688,19654000
2021-10-14,139.4739990234375,141.33749389648438,138.8249969482422,141.1510009765625,139.910400390625,31894000
2021-10-15,141.614501953125,141.71800231933594,140.7550048828125,141.3679962158203,140.12547302246094,30274000
2021-10-18,141.07650756835938,142.79600524902344,141.0695037841797,142.7779998779297,141.52310180664062,20396000
2021-10-19,143.3874969482422,143.66250610351562,142.60000610351562,143.23699951171875,141.97802734375,20164000
2021-10-20,143.33799743652344,143.54600524902344,141.37649536132812,141.7689971923828,140.52293395996094,23288000
2021-10-21,141.7689971923828,142.156005859375,140.5,141.88600158691406,140.638916015625,26292000
2021-10-22,139.14999389648438,140.58299255371094,136.05599975585938,137.56649780273438,136.3573760986328,50588000
2021-10-25,137.5500030517578,138.0,135.4239959716797,137.44700622558594,136.23895263671875,34412000
2021-10-26,139.2635040283203,140.08299255371094,138.30450439453125,139.30850219726562,138.08409118652344,49236000
2021-10-27,139.40499877929688,148.64999389648438,139.40499877929688,146.21749877929688,144.93235778808594,85782000
2021-10-28,147.13450622558594,147.1580047607422,144.6269989013672,145.8489990234375,144.56707763671875,36206000
2021-10-29,145.0780029296875,148.24200439453125,144.64950561523438,148.04600524902344,146.7447967529297,43320000
2021-11-01,148.04600524902344,148.04600524902344,143.22549438476562,143.4969940185547,142.23577880859375,46924000
2021-11-02,144.57949829101562,146.60899353027344,144.3354949951172,145.4324951171875,144.15426635742188,33482000
2021-11-03,145.90049743652344,146.66900634765625,144.59100341796875,146.59800720214844,145.30950927734375,27494000
2021-11-04,147.12449645996094,149.73350524902344,146.30799865722656,148.2675018310547,146.96435546875,38412000
2021-11-05,149.16949462890625,150.32749938964844,148.19700622558594,148.8520050048828,147.543701171875,38354000
2021-11-08,149.8249969482422,150.61500549316406,148.4304962158203,149.031005859375,147.7211151123047,23052000
2021-11-09,149.23300170898438,149.83450317382812,147.2449951171875,148.9185028076172,147.609619140625,19530000
2021-11-10,147.5,148.07000732421875,144.53750610351562,145.89349365234375,144.6112060546875,29970000
2021-11-11,146.489501953125,147.53550720214844,145.60049438476562,145.76649475097656,144.48532104492188,16518000
2021-11-12,146.61549377441406,148.85000610351562,145.41099548339844,148.67799377441406,147.37120056152344,22360000
2021-11-15,148.90049743652344,149.54949951171875,147.5749969482422,148.45199584960938,147.147216796875,23508000
2021-11-16,148.14950561523438,148.7624969482422,147.3125,147.87600708007812,146.5762939453125,18904000
2021-11-17,148.02749633789062,148.5594940185547,147.24000549316406,148.0469970703125,146.7457733154297,19594000
2021-11-18,148.2415008544922,150.58050537109375,147.88450622558594,149.8385009765625,148.5215301513672,35608000
2021-11-19,149.97549438476562,150.9665069580078,148.8990020751953,148.92649841308594,147.61752319335938,33682000
2021-11-22,149.33250427246094,149.82949829101562,146.1475067138672,146.302001953125,145.01614379882812,30594000
2021-11-23,146.1529998779297,146.66000366210938,144.11500549316406,145.78199768066406,144.50070190429688,27218000
2021-11-24,145.47349548339844,146.24949645996094,144.3730010986328,146.1199951171875,144.83567810058594,18040000
2021-11-26,144.34849548339844,144.5574951171875,141.84249877929688,142.18299865722656,140.93328857421875,30470000
2021-11-29,144.0,146.29750061035156,143.89349365234375,145.53050231933594,144.2513885498047,32596000
2021-11-30,145.0084991455078,146.0,141.60150146484375,141.8975067138672,140.65032958984375,42068000
2021-12-01,144.0,145.95050048828125,140.91200256347656,141.05149841308594,139.811767578125,34020000
2021-12-02,141.25,143.864501953125,140.21449279785156,142.96600341796875,141.70945739746094,29194000
2021-12-03,143.68099975585938,144.39999389648438,140.30099487304688,142.00149536132812,140.75340270996094,41230000
2021-12-06,143.04049682617188,143.8524932861328,140.14999389648438,143.15499877929688,141.89674377441406,30618000
2021-12-07,145.59649658203125,147.531005859375,145.2274932861328,147.26950073242188,145.97511291503906,32240000
2021-12-08,147.59649658203125,148.39300537109375,146.406005859375,148.18649291992188,146.884033203125,24270000
2021-12-09,147.59100341796875,149.10000610351562,147.11500549316406,147.6385040283203,146.34085083007812,23270000
2021-12-10,148.6999969482422,148.9774932861328,146.70399475097656,148.00149536132812,146.70066833496094,24458000
2021-12-13,147.781494140625,147.97000122070312,145.5175018310547,145.82650756835938,144.5447998046875,27070000
2021-12-14,143.96800231933594,144.47999572753906,141.21499633789062,143.90699768066406,142.64215087890625,38446000
2021-12-15,143.40899658203125,146.7209930419922,141.67799377441406,146.4409942626953,145.1538848876953,36370000
2021-12-16,147.17050170898438,147.677001953125,143.60699462890625,144.44500732421875,143.1754608154297,33650000
2021-12-17,142.5,143.83450317382812,141.3000030517578,141.72500610351562,140.47933959960938,50416000
2021-12-20,140.0,141.77450561523438,139.3209991455078,141.60699462890625,140.36236572265625,27192000
2021-12-21,142.05349731445312,143.86900329589844,140.50250244140625,143.47250366210938,142.21148681640625,28756000
2021-12-22,143.0675048828125,146.5,143.0675048828125,146.4149932861328,145.12811279296875,26322000
2021-12-23,146.5,148.24349975585938,146.45199584960938,146.91650390625,145.62521362304688,26384000
2021-12-27,147.25599670410156,148.343994140625,147.16949462890625,147.906494140625,146.6064910888672,15976000
2021-12-28,148.23599243164062,148.2989959716797,146.05450439453125,146.68699645996094,145.39772033691406,18200000
2021-12-29,146.64450073242188,147.41700744628906,145.6475067138672,146.65499877929688,145.3660125732422,17788000
2021-12-30,146.69400024414062,147.3000030517578,145.9945068359375,146.20050048828125,144.91551208496094,15688000
2021-12-31,146.0500030517578,146.69850158691406,144.8520050048828,144.8520050048828,143.57884216308594,18136000
2022-01-03,145.05499267578125,145.8509979248047,143.71299743652344,144.9915008544922,143.71713256835938,28646000
2022-01-04,145.39599609375,146.48500061035156,143.7165069580078,144.39950561523438,143.13034057617188,28400000
2022-01-05,144.4199981689453,144.49949645996094,137.68800354003906,137.77499389648438,136.56405639648438,54618000
2022-01-06,136.99850463867188,139.94000244140625,136.55850219726562,137.74749755859375,136.5368194580078,37348000
2022-01-07,138.14549255371094,138.44850158691406,135.76649475097656,137.01699829101562,135.81271362304688,29760000
2022-01-10,135.0780029296875,138.8195037841797,133.1645050048828,138.66949462890625,137.45071411132812,44408000
2022-01-11,138.0070037841797,140.21600341796875,136.6925048828125,139.73599243164062,138.5078125,28730000
2022-01-12,141.14999389648438,142.60800170898438,140.6945037841797,141.4304962158203,140.18743896484375,26108000
2022-01-13,141.5399932861328,142.85000610351562,138.40899658203125,138.58700561523438,137.3689422607422,31436000
2022-01-14,137.07899475097656,140.74200439453125,136.99850463867188,139.48049926757812,138.2545623779297,29662000
2022-01-18,136.1750030517578,137.13150024414062,135.43850708007812,135.9980010986328,134.8026885986328,34872000
2022-01-19,136.52349853515625,137.95950317382812,135.0155029296875,135.1165008544922,133.9289093017578,28648000
2022-01-20,136.25,137.62600708007812,132.96449279785156,133.3074951171875,132.1358184814453,29908000
2022-01-21,132.593505859375,134.86549377441406,130.0865020751953,130.35150146484375,129.20579528808594,55652000
2022-01-24,125.97799682617188,131.2030029296875,124.5,130.8040008544922,129.6543426513672,76622000
2022-01-25,128.74000549316406,129.3990020751953,126.50050354003906,126.93499755859375,125.8193359375,46960000
2022-01-26,131.11900329589844,133.0,127.14199829101562,129.23300170898438,128.09713745117188,49130000
2022-01-27,131.3040008544922,132.65249633789062,128.9324951171875,129.0050048828125,127.87116241455078,31950000
2022-01-28,129.65899658203125,133.35650634765625,128.48500061035156,133.3509979248047,132.178955078125,34362000
2022-01-31,134.16200256347656,135.47300720214844,132.20950317382812,135.30349731445312,134.11428833007812,39986000
2022-02-01,137.59449768066406,137.79299926757812,134.36849975585938,137.6439971923828,136.4342041015625,68644000
2022-02-02,151.25,151.54649353027344,145.5225067138672,148.0,146.6991729736328,123200000
2022-02-03,145.70550537109375,149.6750030517578,142.66549682617188,143.08999633789062,141.83233642578125,71518000
2022-02-04,143.4445037841797,144.875,140.51499938964844,143.29299926757812,142.03355407714844,57998000
2022-02-07,144.25,144.25,138.89999389648438,139.2010040283203,137.97755432128906,54974000
2022-02-08,139.02650451660156,140.0,137.01400756835938,139.3990020751953,138.1737823486328,54284000
2022-02-09,140.9635009765625,142.52450561523438,140.18699645996094,141.5919952392578,140.34750366210938,40144000
2022-02-10,139.70350646972656,141.4844970703125,137.95700073242188,138.6199951171875,137.40159606933594,39330000
2022-02-11,138.60000610351562,139.156494140625,133.39999389648438,134.28250122070312,133.1022491455078,39958000
2022-02-14,133.25650024414062,136.3000030517578,133.25650024414062,135.5260009765625,134.33482360839844,34302000
2022-02-15,137.57049560546875,138.10850524902344,135.82150268554688,136.60850524902344,135.40782165527344,26680000
2022-02-16,136.64649963378906,138.08599853515625,134.9239959716797,137.73800659179688,136.52737426757812,25022000
2022-02-17,136.2429962158203,137.11349487304688,132.47850036621094,132.53900146484375,131.37408447265625,38950000
2022-02-18,133.4669952392578,134.07000732421875,130.19650268554688,130.4029998779297,129.25685119628906,45620000
2022-02-22,129.83799743652344,132.1804962158203,128.22349548339844,129.81350708007812,128.6725311279297,44990000
2022-02-23,131.64849853515625,132.05099487304688,127.52749633789062,127.58799743652344,126.46659851074219,32786000
2022-02-24,124.95349884033203,133.0,124.95349884033203,132.6909942626953,131.5247344970703,54456000
2022-02-25,133.552001953125,135.27149963378906,131.75149536132812,134.45950317382812,133.27769470214844,36406000
2022-02-28,133.0500030517578,135.75149536132812,132.59249877929688,135.0570068359375,133.86996459960938,38864000
2022-03-01,134.8784942626953,136.2554931640625,133.218505859375,134.06149291992188,132.88320922851562,26496000
2022-03-02,134.6280059814453,135.2624969482422,133.07150268554688,134.57150268554688,133.3887176513672,23520000
2022-03-03,136.00999450683594,136.4394989013672,133.02549743652344,133.89950561523438,132.72262573242188,24604000
2022-03-04,132.92750549316406,133.85150146484375,130.33749389648438,131.906494140625,130.7471160888672,30430000
2022-03-07,131.48800659179688,131.73500061035156,126.29499816894531,126.37850189208984,125.26773071289062,45112000
2022-03-08,126.25,131.25,125.67449951171875,127.10449981689453,125.98733520507812,40428000
2022-03-09,131.25,133.73550415039062,129.90049743652344,133.4199981689453,132.24732971191406,37026000
2022-03-10,131.26600646972656,133.27200317382812,130.91250610351562,132.42950439453125,131.26553344726562,27102000
2022-03-11,133.48849487304688,133.79550170898438,129.63150024414062,129.87049865722656,128.72903442382812,31526000
2022-03-14,130.25,130.40899658203125,125.2750015258789,125.95099639892578,124.84397888183594,38812000
2022-03-15,126.97599792480469,129.85450744628906,125.72049713134766,129.197998046875,128.0624237060547,30920000
2022-03-16,130.73300170898438,133.33299255371094,128.7344970703125,133.28050231933594,132.1090545654297,35576000
2022-03-17,133.1490020751953,134.08050537109375,132.18499755859375,133.83900451660156,132.66265869140625,28264000
2022-03-18,133.42449951171875,136.24400329589844,132.2584991455078,136.12550354003906,134.92906188964844,44566000
2022-03-21,136.1634979248047,137.0500030517578,134.09249877929688,136.10150146484375,134.9052734375,26832000
2022-03-22,136.10150146484375,141.0500030517578,136.10150146484375,139.8679962158203,138.63865661621094,35496000
2022-03-23,138.70249938964844,139.5885009765625,137.8350067138672,138.27549743652344,137.06015014648438,25154000
2022-03-24,139.1999969482422,141.61900329589844,137.75050354003906,141.57200622558594,140.32769775390625,26396000
2022-03-25,141.91600036621094,142.03500366210938,139.7375030517578,141.67300415039062,140.4278106689453,24126000
2022-03-28,140.90049743652344,142.00250244140625,139.81149291992188,141.45550537109375,140.21221923828125,35050000
2022-03-29,142.6475067138672,143.7935028076172,142.0384979248047,142.5054931640625,141.25296020507812,34318000
2022-03-30,142.4600067138672,142.7205047607422,141.60000610351562,141.93850708007812,140.69097900390625,19884000
2022-03-31,142.05299377441406,142.10800170898438,139.02450561523438,139.0675048828125,137.84521484375,37524000
2022-04-01,139.5,140.4709930419922,138.3074951171875,140.15049743652344,138.91868591308594,25942000
2022-04-04,140.35850524902344,143.71200561523438,140.3105010986328,142.97149658203125,141.71487426757812,25942000
2022-04-05,142.86900329589844,142.99049377441406,140.38250732421875,140.59100341796875,139.35533142089844,21418000
2022-04-06,138.75,139.36050415039062,135.51699829101562,136.54800415039062,135.34783935546875,32468000
2022-04-07,136.00999450683594,137.1645050048828,134.2274932861328,135.8885040283203,134.69415283203125,26234000
2022-04-08,135.58349609375,135.6699981689453,132.9654998779297,133.28750610351562,132.1160125732422,25142000
2022-04-11,131.82350158691406,132.09249877929688,128.6685028076172,128.82350158691406,127.69122314453125,36884000
2022-04-12,131.60000610351562,131.60000610351562,126.78900146484375,127.7145004272461,126.59198760986328,32710000
2022-04-13,128.0,130.33399963378906,127.74099731445312,129.8939971923828,128.7523193359375,27928000
2022-04-14,130.47950744628906,130.47950744628906,126.60099792480469,126.7300033569336,125.61613464355469,31598000
2022-04-18,127.0,128.21249389648438,126.18199920654297,127.67649841308594,126.55431365966797,20808000
2022-04-19,127.69149780273438,130.33299255371094,126.99949645996094,130.00900268554688,128.8663330078125,26490000
2022-04-20,130.89199829101562,131.3990020751953,127.5,128.0399932861328,126.91460418701172,31696000
2022-04-21,129.25,130.09849548339844,124.52649688720703,124.81449890136719,123.71747589111328,36446000
2022-04-22,125.0,125.4020004272461,118.92500305175781,119.635498046875,118.58399200439453,56884000
2022-04-25,119.10099792480469,123.27749633789062,118.51100158691406,123.0739974975586,121.99226379394531,46128000
2022-04-26,122.29450225830078,122.51000213623047,118.51100158691406,118.6500015258789,117.6071548461914,73054000
2022-04-27,114.46949768066406,117.24199676513672,112.73650360107422,114.29450225830078,113.2899398803711,91820000
2022-04-28,116.41500091552734,119.64949798583984,114.11499786376953,118.52249908447266,117.48078155517578,48884000
2022-04-29,116.7344970703125,117.91999816894531,113.81449890136719,114.1094970703125,113.1065444946289,42676000
2022-05-02,113.40499877929688,116.74549865722656,112.5999984741211,116.58300018310547,115.55831909179688,35534000
2022-05-03,116.43049621582031,118.44200134277344,116.03450012207031,117.33399963378906,116.30272674560547,24968000
2022-05-04,117.03150177001953,122.85449981689453,115.11599731445312,122.26100158691406,121.1864013671875,49916000
2022-05-05,120.2040023803711,121.03900146484375,115.00550079345703,116.50550079345703,115.48150634765625,45840000
2022-05-06,115.18450164794922,117.57150268554688,114.0155029296875,115.74649810791016,114.72917175292969,39710000
2022-05-09,113.25,115.0770034790039,112.00050354003906,112.51100158691406,111.52210235595703,40802000
2022-05-10,115.50749969482422,116.25,112.90049743652344,114.3949966430664,113.3895492553711,39900000
2022-05-11,113.23650360107422,116.364501953125,113.23650360107422,113.60250091552734,112.60401153564453,37534000
2022-05-12,111.37750244140625,114.29499816894531,109.82450103759766,112.84400177001953,111.85218811035156,53836000
2022-05-13,114.53299713134766,117.875,113.6050033569336,116.05049896240234,115.03050231933594,35038000
2022-05-16,114.95549774169922,116.16999816894531,113.8895034790039,114.44499969482422,113.4391098022461,25990000
2022-05-17,116.84049987792969,116.9000015258789,114.87000274658203,116.4729995727539,115.44929504394531,23054000
2022-05-18,115.0,115.4000015258789,111.55549621582031,111.89949798583984,110.91598510742188,35126000
2022-05-19,111.43150329589844,113.01000213623047,110.0,110.38400268554688,109.4137954711914,34144000
2022-05-20,111.95099639892578,112.18350219726562,105.79650115966797,108.90799713134766,107.95077514648438,48962000
2022-05-23,109.5875015258789,112.14749908447266,108.74099731445312,111.48799896240234,110.50810241699219,37184000
2022-05-24,105.77200317382812,106.45850372314453,101.8844985961914,105.97000122070312,105.03860473632812,76780000
2022-05-25,104.9854965209961,106.5,103.85649871826172,105.80500030517578,104.87505340576172,40258000
2022-05-26,105.677001953125,108.64949798583984,105.2249984741211,107.7925033569336,106.8450927734375,37948000
2022-05-27,109.48300170898438,112.31800079345703,109.13849639892578,112.31649780273438,111.32933044433594,37914000
2022-05-31,112.74649810791016,115.73500061035156,112.07849884033203,113.76200103759766,112.76211547851562,50012000
2022-06-01,114.8550033569336,117.10150146484375,113.25,113.89199829101562,112.89098358154297,36606000
2022-06-02,114.0,117.89949798583984,112.94650268554688,117.62249755859375,116.58868408203125,37992000
2022-06-03,116.0625,116.32150268554688,113.51850128173828,114.54100036621094,113.53425598144531,26136000
2022-06-06,116.70449829101562,119.34700012207031,116.16400146484375,116.82050323486328,115.79373931884766,33542000
2022-06-07,115.48049926757812,117.69100189208984,115.052001953125,117.14949798583984,116.11982727050781,31590000
2022-06-08,116.7614974975586,118.57050323486328,116.5999984741211,117.19400024414062,116.1639633178711,26108000
2022-06-09,116.32749938964844,118.29900360107422,114.7760009765625,114.83550262451172,113.82617950439453,25798000
2022-06-10,112.44499969482422,113.27899932861328,110.36599731445312,111.1614990234375,110.18446350097656,41452000
2022-06-13,106.7864990234375,108.79149627685547,106.11900329589844,106.39250183105469,105.45740509033203,47252000
2022-06-14,106.53500366210938,107.92449951171875,105.80000305175781,106.71549987792969,105.77754974365234,33706000
2022-06-15,108.54499816894531,111.42350006103516,107.66950225830078,109.7645034790039,108.79974365234375,39698000
2022-06-16,107.22100067138672,108.64849853515625,105.13800048828125,106.03350067138672,105.1015396118164,51684000
2022-06-17,106.03350067138672,108.69950103759766,105.0459976196289,107.14350128173828,106.2017822265625,51376000
2022-06-21,108.92949676513672,112.489501953125,108.5999984741211,111.54399871826172,110.56361389160156,47416000
2022-06-22,110.55650329589844,113.34649658203125,110.38249969482422,111.48750305175781,110.50761413574219,30774000
2022-06-23,112.23149871826172,112.74250030517578,110.50050354003906,112.24199676513672,111.2554702758789,28362000
2022-06-24,112.99500274658203,118.0790023803711,112.95249938964844,117.9749984741211,116.93809509277344,41164000
2022-06-27,118.27300262451172,118.57949829101562,115.17949676513672,115.83350372314453,114.81539916992188,36420000
2022-06-28,115.80249786376953,117.30950164794922,111.8479995727539,112.00749969482422,111.02303314208984,35792000
2022-06-29,111.552001953125,113.1604995727539,110.87249755859375,111.70149993896484,110.7197265625,24716000
2022-06-30,110.0,110.88800048828125,106.75,108.96299743652344,108.00527954101562,43170000
2022-07-01,107.93299865722656,109.25,106.73049926757812,108.73750305175781,107.78176879882812,35476000
2022-07-05,107.10050201416016,113.37699890136719,105.73149871826172,113.26300048828125,112.26750183105469,39342000
2022-07-06,113.302001953125,115.5895004272461,111.47599792480469,114.5719985961914,113.56499481201172,37432000
2022-07-07,115.08000183105469,119.18949890136719,114.83350372314453,118.78299713134766,117.73897552490234,40936000
2022-07-08,117.25,119.68499755859375,116.90149688720703,119.35350036621094,118.30447387695312,38238000
2022-07-11,117.99800109863281,117.99800109863281,115.33049774169922,115.67649841308594,114.6597900390625,31196000
2022-07-12,116.21499633789062,116.9739990234375,113.69000244140625,114.02050018310547,113.01834106445312,29960000
2022-07-13,111.70099639892578,114.19599914550781,111.20149993896484,111.35350036621094,110.37478637695312,43722000
2022-07-14,110.21050262451172,111.09300231933594,108.37300109863281,110.36750030517578,109.39744567871094,37004000
2022-07-15,112.00050354003906,113.1405029296875,110.9000015258789,111.77749633789062,110.7950439453125,46770000
2022-07-18,112.63999938964844,113.68000030517578,108.37000274658203,109.02999877929688,108.07170104980469,43164600
2022-07-19,110.8499984741211,114.0199966430664,109.55999755859375,113.80999755859375,112.8096923828125,36530900
2022-07-20,113.16999816894531,115.4000015258789,112.4800033569336,113.9000015258789,112.8989028930664,35600400
2022-07-21,114.27999877929688,114.55000305175781,111.11000061035156,114.33999633789062,113.33502960205078,32676200
2022-07-22,111.0,112.33999633789062,106.5,107.9000015258789,106.9516372680664,48901200
2022-07-25,108.41000366210938,109.87000274658203,106.30000305175781,107.51000213623047,106.56507110595703,34690900
2022-07-26,106.5999984741211,107.19999694824219,104.06999969482422,105.0199966430664,104.09693908691406,47991000
2022-07-27,109.26000213623047,113.91000366210938,108.01000213623047,113.05999755859375,112.0662841796875,59858500
2022-07-28,112.37000274658203,114.33999633789062,111.45999908447266,114.22000122070312,113.21609497070312,32816600
2022-07-29,113.08000183105469,116.70999908447266,113.05999755859375,116.31999969482422,115.29763793945312,37223400
2022-08-01,115.30000305175781,116.72000122070312,114.33999633789062,114.86000061035156,113.85045623779297,26034300
2022-08-02,114.0,116.3499984741211,113.72000122070312,115.12999725341797,114.11809539794922,20236000
2022-08-03,115.70999908447266,118.62000274658203,115.4800033569336,118.08000183105469,117.04216003417969,28499000
2022-08-04,117.4800033569336,118.77999877929688,116.88999938964844,118.19000244140625,117.15119934082031,21602900
2022-08-05,116.2300033569336,118.11000061035156,116.0,117.47000122070312,116.4375228881836,19159500
2022-08-08,118.38999938964844,120.1500015258789,116.87999725341797,117.30000305175781,116.26901245117188,19138300
2022-08-09,117.13999938964844,117.31999969482422,115.70999908447266,116.62999725341797,115.60489654541016,19086500
2022-08-10,118.77999877929688,120.91999816894531,118.41000366210938,119.69999694824219,118.64791870117188,30930400
2022-08-11,121.27999877929688,121.48999786376953,118.55999755859375,118.83999633789062,117.79548645019531,24293700
2022-08-12,120.26000213623047,121.68000030517578,119.45999908447266,121.68000030517578,120.61052703857422,19096300
2022-08-15,121.12999725341797,122.30000305175781,120.61000061035156,122.08000183105469,121.00701141357422,19494800
2022-08-16,121.5199966430664,122.43000030517578,120.63999938964844,121.69999694824219,120.6303482055664,19041200
2022-08-17,120.12000274658203,121.29000091552734,119.37999725341797,119.55000305175781,118.49925231933594,22847000
2022-08-18,119.43000030517578,120.81999969482422,118.72000122070312,120.16999816894531,119.1137924194336,17987700
2022-08-19,119.05999755859375,119.1500015258789,116.76000213623047,117.20999908447266,116.17979431152344,21809500
